Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2017,1,1,6,1325,1325,1609,1544,NW,97,A367NW,224,199,208,25,0,MSP,PHX,1276,7,9,0,NA,0,NA,NA,NA,NA,NA
2017,1,2,7,630,630,1032,1041,NW,1804,A367NW,182,191,165,-9,0,PHX,MSP,1276,6,11,0,NA,0,NA,NA,NA,NA,NA
2017,2,7,1,2216,2220,45,33,NW,109,A367NW,209,193,159,12,-4,MSP,PHX,1276,4,46,0,NA,0,NA,NA,NA,NA,NA
2017,2,8,2,626,630,1020,1034,NW,1804,A367NW,174,184,157,-14,-4,PHX,MSP,1276,8,9,0,NA,0,NA,NA,NA,NA,NA
2017,2,9,3,2354,2355,522,529,NW,250,A367NW,208,214,187,-7,-1,PHX,DTW,1671,9,12,0,NA,0,NA,NA,NA,NA,NA
2017,2,9,3,1837,1840,2137,2103,NW,1801,A367NW,240,203,218,34,-3,MSP,PHX,1276,3,19,0,NA,0,NA,NA,NA,NA,NA
2017,2,13,7,1637,1620,2233,2209,NW,252,A367NW,236,229,205,24,17,PHX,DTW,1671,17,14,0,NA,0,NA,NA,NA,NA,NA
2017,2,13,7,1305,1305,1531,1525,NW,1735,A367NW,206,200,186,6,0,MSP,PHX,1276,3,17,0,NA,0,NA,NA,NA,NA,NA
2017,3,7,2,2217,2220,25,33,NW,109,A367NW,188,193,173,-8,-3,MSP,PHX,1276,4,11,0,NA,0,NA,NA,NA,NA,NA
2017,3,20,1,1837,1840,2114,2103,NW,1801,A367NW,217,203,192,11,-3,MSP,PHX,1276,3,22,0,NA,0,NA,NA,NA,NA,NA
2017,2,6,7,2029,2035,2034,2043,TW,299,EI-BWD,65,68,47,-9,-6,PHX,SAN,304,2,16,0,NA,0,NA,NA,NA,NA,NA
2017,2,6,7,1723,1725,1946,2001,TW,299,EI-BWD,203,216,179,-15,-2,STL,PHX,1262,5,19,0,NA,0,NA,NA,NA,NA,NA
2017,2,6,7,125,130,510,515,TW,462,EI-BWD,165,165,154,-5,-5,PHX,STL,1262,3,8,0,NA,0,NA,NA,NA,NA,NA
2017,2,6,7,2234,2240,34,43,TW,462,EI-BWD,60,63,47,-9,-6,SAN,PHX,304,3,10,0,NA,0,NA,NA,NA,NA,NA
2017,2,9,3,2228,2035,2245,2043,TW,299,EI-BWD,77,68,55,122,113,PHX,SAN,304,11,11,0,NA,0,NA,NA,NA,NA,NA
2017,2,9,3,1934,1725,2157,2001,TW,299,EI-BWD,203,216,185,116,129,STL,PHX,1262,6,12,0,NA,0,NA,NA,NA,NA,NA
2017,3,7,2,2155,2035,2212,2043,TW,299,EI-BWD,77,68,62,89,80,PHX,SAN,304,3,12,0,NA,0,NA,NA,NA,NA,NA
2017,3,7,2,1806,1725,2119,1957,TW,299,EI-BWD,253,212,236,82,41,STL,PHX,1262,5,12,0,NA,0,NA,NA,NA,NA,NA
2017,3,7,2,128,130,508,515,TW,462,EI-BWD,160,165,142,-7,-2,PHX,STL,1262,5,13,0,NA,0,NA,NA,NA,NA,NA
2017,3,7,2,2254,2240,101,43,TW,462,EI-BWD,67,63,42,18,14,SAN,PHX,304,5,20,0,NA,0,NA,NA,NA,NA,NA
2017,3,20,1,2034,2020,2259,2245,TW,179,EI-BWD,205,205,176,14,14,STL,PHX,1262,3,26,0,NA,0,NA,NA,NA,NA,NA
2017,3,21,2,819,820,1221,1213,TW,218,EI-BWD,182,173,162,8,-1,PHX,STL,1262,5,15,0,NA,0,NA,NA,NA,NA,NA
2017,3,21,2,2033,2035,2036,2043,TW,299,EI-BWD,63,68,46,-7,-2,PHX,SAN,304,3,14,0,NA,0,NA,NA,NA,NA,NA
2017,3,21,2,1726,1725,1954,1957,TW,299,EI-BWD,208,212,181,-3,1,STL,PHX,1262,3,24,0,NA,0,NA,NA,NA,NA,NA
2017,3,21,2,127,130,533,515,TW,462,EI-BWD,186,165,167,18,-3,PHX,STL,1262,4,15,0,NA,0,NA,NA,NA,NA,NA
2017,3,21,2,2240,2240,54,43,TW,462,EI-BWD,74,63,51,11,0,SAN,PHX,304,4,19,0,NA,0,NA,NA,NA,NA,NA
2017,1,5,3,741,700,1307,1230,DL,610,N101DA,206,210,181,37,41,PHX,ATL,1587,9,16,0,NA,0,NA,NA,NA,NA,NA
2017,1,13,4,2036,2040,2223,2215,DL,797,N101DA,107,95,76,8,-4,SLC,PHX,507,9,22,0,NA,0,NA,NA,NA,NA,NA
2017,1,14,5,659,700,1223,1230,DL,610,N101DA,204,210,175,-7,-1,PHX,ATL,1587,12,17,0,NA,0,NA,NA,NA,NA,NA
2017,1,19,3,2034,2040,2212,2215,DL,797,N101DA,98,95,75,-3,-6,SLC,PHX,507,5,18,0,NA,0,NA,NA,NA,NA,NA
2017,1,20,4,659,700,1208,1230,DL,610,N101DA,189,210,167,-22,-1,PHX,ATL,1587,8,14,0,NA,0,NA,NA,NA,NA,NA
2017,1,23,7,2111,2040,2245,2215,DL,797,N101DA,94,95,72,30,31,SLC,PHX,507,4,18,0,NA,0,NA,NA,NA,NA,NA
2017,1,24,1,656,700,1215,1230,DL,610,N101DA,199,210,180,-15,-4,PHX,ATL,1587,7,12,0,NA,0,NA,NA,NA,NA,NA
2017,1,7,5,1757,1740,2118,2102,US,165,N101UW,321,322,287,16,17,PHL,PHX,2075,6,28,0,NA,0,NA,NA,NA,NA,NA
2017,1,8,6,733,730,1308,1324,US,158,N101UW,215,234,203,-16,3,PHX,PIT,1813,4,8,0,NA,0,NA,NA,NA,NA,NA
2017,2,9,3,828,825,1107,1102,US,175,N101UW,279,277,245,5,3,CLT,PHX,1774,4,30,0,NA,0,NA,NA,NA,NA,NA
2017,2,9,3,1327,1330,1915,1912,US,178,N101UW,228,222,203,3,-3,PHX,CLT,1774,5,20,0,NA,0,NA,NA,NA,NA,NA
2017,2,16,3,827,825,1105,1102,US,175,N101UW,278,277,261,3,2,CLT,PHX,1774,5,12,0,NA,0,NA,NA,NA,NA,NA
2017,2,16,3,1328,1330,1910,1912,US,178,N101UW,222,222,196,-2,-2,PHX,CLT,1774,7,19,0,NA,0,NA,NA,NA,NA,NA
2017,2,18,5,941,825,1223,1102,US,175,N101UW,282,277,265,81,76,CLT,PHX,1774,4,13,0,NA,0,NA,NA,NA,NA,NA
2017,2,18,5,1328,1330,1936,1912,US,178,N101UW,248,222,219,24,-2,PHX,CLT,1774,10,19,0,NA,0,NA,NA,NA,NA,NA
2017,2,19,6,831,825,1109,1102,US,175,N101UW,278,277,260,7,6,CLT,PHX,1774,4,14,0,NA,0,NA,NA,NA,NA,NA
2017,2,19,6,1327,1330,1856,1912,US,178,N101UW,209,222,187,-16,-3,PHX,CLT,1774,4,18,0,NA,0,NA,NA,NA,NA,NA
2017,2,21,1,823,825,1051,1102,US,175,N101UW,268,277,250,-11,-2,CLT,PHX,1774,3,15,0,NA,0,NA,NA,NA,NA,NA
2017,2,21,1,1324,1330,1902,1912,US,178,N101UW,218,222,198,-10,-6,PHX,CLT,1774,5,15,0,NA,0,NA,NA,NA,NA,NA
2017,2,26,6,825,825,1050,1102,US,175,N101UW,265,277,249,-12,0,CLT,PHX,1774,4,12,0,NA,0,NA,NA,NA,NA,NA
2017,2,26,6,1331,1330,1934,1912,US,178,N101UW,243,222,214,22,1,PHX,CLT,1774,10,19,0,NA,0,NA,NA,NA,NA,NA
2017,2,28,1,822,825,1049,1102,US,175,N101UW,267,277,248,-13,-3,CLT,PHX,1774,3,16,0,NA,0,NA,NA,NA,NA,NA
2017,2,28,1,1451,1330,2030,1912,US,178,N101UW,219,222,197,78,81,PHX,CLT,1774,4,18,0,NA,0,NA,NA,NA,NA,NA
2017,1,3,1,2137,2055,2237,2155,WN,725,N102,60,60,45,42,42,PHX,ABQ,328,2,13,0,NA,0,NA,NA,NA,NA,NA
2017,1,3,1,1910,1800,2120,2015,WN,725,N102,70,75,57,65,70,LAX,PHX,370,5,8,0,NA,0,NA,NA,NA,NA,NA
2017,1,4,2,830,830,831,840,WN,1609,N102,61,70,51,-9,0,PHX,ONT,325,3,7,0,NA,0,NA,NA,NA,NA,NA
2017,1,4,2,700,700,814,810,WN,1609,N102,74,70,56,4,0,ABQ,PHX,328,3,15,0,NA,0,NA,NA,NA,NA,NA
2017,1,17,1,1735,1735,1842,1850,WN,508,N102,67,75,57,-8,0,ELP,PHX,347,5,5,0,NA,0,NA,NA,NA,NA,NA
2017,1,17,1,1927,1915,2218,2210,WN,1021,N102,111,115,104,8,12,PHX,SAT,843,2,5,0,NA,0,NA,NA,NA,NA,NA
2017,1,21,5,1330,1330,1445,1430,WN,128,N102,75,60,50,15,0,PHX,ABQ,328,5,20,0,NA,0,NA,NA,NA,NA,NA
2017,1,21,5,1055,1055,1300,1310,WN,128,N102,65,75,58,-10,0,BUR,PHX,369,2,5,0,NA,0,NA,NA,NA,NA,NA
2017,1,22,6,755,755,1107,1125,WN,1485,N102,132,150,119,-18,0,PHX,OMA,1037,7,6,0,NA,0,NA,NA,NA,NA,NA
2017,1,22,6,530,530,725,730,WN,1485,N102,55,60,43,-5,0,ONT,PHX,325,4,8,0,NA,0,NA,NA,NA,NA,NA
2017,1,23,7,1735,1735,1846,1850,WN,508,N102,71,75,60,-4,0,ELP,PHX,347,3,8,0,NA,0,NA,NA,NA,NA,NA
2017,1,23,7,1928,1915,2215,2210,WN,1021,N102,107,115,100,5,13,PHX,SAT,843,2,5,0,NA,0,NA,NA,NA,NA,NA
2017,2,1,2,1735,1735,1840,1850,WN,508,N102,65,75,54,-10,0,ELP,PHX,347,4,7,0,NA,0,NA,NA,NA,NA,NA
2017,2,1,2,1915,1915,2223,2210,WN,1021,N102,128,115,115,13,0,PHX,SAT,843,5,8,0,NA,0,NA,NA,NA,NA,NA
2017,2,11,5,1858,1750,1903,1750,WN,923,N102,65,60,55,73,68,PHX,SAN,304,3,7,0,NA,0,NA,NA,NA,NA,NA
2017,2,11,5,1700,1605,1827,1725,WN,923,N102,147,140,135,62,55,OKC,PHX,833,4,8,0,NA,0,NA,NA,NA,NA,NA
2017,2,12,6,1730,1730,1725,1730,WN,1159,N102,55,60,45,-5,0,PHX,LAS,256,5,5,0,NA,0,NA,NA,NA,NA,NA
2017,2,12,6,1500,1500,1700,1705,WN,1200,N102,60,65,48,-5,0,ONT,PHX,325,5,7,0,NA,0,NA,NA,NA,NA,NA
2017,2,13,7,1340,1330,1452,1430,WN,128,N102,72,60,48,22,10,PHX,ABQ,328,4,20,0,NA,0,NA,NA,NA,NA,NA
2017,2,13,7,1055,1055,1305,1310,WN,128,N102,70,75,53,-5,0,BUR,PHX,369,6,11,0,NA,0,NA,NA,NA,NA,NA
2017,2,14,1,615,615,815,820,WN,95,N102,60,65,51,-5,0,ONT,PHX,325,2,7,0,NA,0,NA,NA,NA,NA,NA
2017,2,14,1,1000,1000,1022,1025,WN,296,N102,82,85,70,-3,0,PHX,LAX,370,2,10,0,NA,0,NA,NA,NA,NA,NA
2017,2,14,1,2115,1905,50,2225,WN,983,N102,155,140,128,145,130,PHX,HOU,1020,18,9,0,NA,0,NA,NA,NA,NA,NA
2017,2,14,1,1805,1630,2026,1840,WN,983,N102,81,70,61,106,95,LAX,PHX,370,6,14,0,NA,0,NA,NA,NA,NA,NA
2017,2,24,4,1754,1735,1916,1850,WN,508,N102,82,75,63,26,19,ELP,PHX,347,5,14,0,NA,0,NA,NA,NA,NA,NA
2017,2,24,4,1935,1915,2227,2210,WN,1021,N102,112,115,103,17,20,PHX,SAT,843,3,6,0,NA,0,NA,NA,NA,NA,NA
2017,3,16,4,800,800,808,810,WN,572,N102,68,70,48,-2,0,PHX,SAN,304,2,18,0,NA,0,NA,NA,NA,NA,NA
2017,3,17,5,1130,1130,1354,1335,WN,776,N102,84,65,53,19,0,SAN,PHX,304,9,22,0,NA,0,NA,NA,NA,NA,NA
2017,3,17,5,2118,2015,2250,2150,WN,1368,N102,92,95,83,60,63,PHX,SLC,507,2,7,0,NA,0,NA,NA,NA,NA,NA
2017,3,19,7,2049,2010,2301,2210,WN,1560,N102,72,60,53,51,39,SAN,PHX,304,3,16,0,NA,0,NA,NA,NA,NA,NA
2017,3,22,3,1757,1745,1959,1950,WN,838,N102,62,65,51,9,12,SAN,PHX,304,5,6,0,NA,0,NA,NA,NA,NA,NA
2017,1,6,4,2034,2040,2224,2215,DL,797,N102DA,110,95,69,9,-6,SLC,PHX,507,24,17,0,NA,0,NA,NA,NA,NA,NA
2017,1,7,5,655,700,1216,1230,DL,610,N102DA,201,210,173,-14,-5,PHX,ATL,1587,9,19,0,NA,0,NA,NA,NA,NA,NA
2017,1,15,6,2034,2040,2212,2215,DL,797,N102DA,98,95,76,-3,-6,SLC,PHX,507,5,17,0,NA,0,NA,NA,NA,NA,NA
2017,1,16,7,655,700,1231,1230,DL,610,N102DA,216,210,189,1,-5,PHX,ATL,1587,8,19,0,NA,0,NA,NA,NA,NA,NA
2017,3,14,2,2039,2040,2208,2215,DL,797,N102DA,89,95,72,-7,-1,SLC,PHX,507,4,13,0,NA,0,NA,NA,NA,NA,NA
2017,1,26,3,1936,1740,2255,2115,US,165,N102UW,319,335,275,100,116,PHL,PHX,2075,4,40,0,NA,0,NA,NA,NA,NA,NA
2017,1,27,4,734,730,1332,1324,US,158,N102UW,238,234,211,8,4,PHX,PIT,1813,8,19,0,NA,0,NA,NA,NA,NA,NA
2017,2,7,1,825,825,1057,1102,US,175,N102UW,272,277,256,-5,0,CLT,PHX,1774,4,12,0,NA,0,NA,NA,NA,NA,NA
2017,2,7,1,1323,1330,1901,1912,US,178,N102UW,218,222,201,-11,-7,PHX,CLT,1774,6,11,0,NA,0,NA,NA,NA,NA,NA
2017,2,15,2,1220,1220,1846,1842,US,166,N102UW,266,262,234,4,0,PHX,PHL,2075,5,27,0,NA,0,NA,NA,NA,NA,NA
2017,2,15,2,836,825,1114,1102,US,175,N102UW,278,277,257,12,11,CLT,PHX,1774,5,16,0,NA,0,NA,NA,NA,NA,NA
2017,2,17,4,825,825,1102,1102,US,175,N102UW,277,277,257,0,0,CLT,PHX,1774,2,18,0,NA,0,NA,NA,NA,NA,NA
2017,2,17,4,1328,1330,1918,1912,US,178,N102UW,230,222,206,6,-2,PHX,CLT,1774,9,15,0,NA,0,NA,NA,NA,NA,NA
2017,2,24,4,823,825,1055,1102,US,175,N102UW,272,277,253,-7,-2,CLT,PHX,1774,5,14,0,NA,0,NA,NA,NA,NA,NA
2017,2,24,4,1327,1330,1912,1912,US,178,N102UW,225,222,196,0,-3,PHX,CLT,1774,10,19,0,NA,0,NA,NA,NA,NA,NA
2017,3,2,4,836,825,1132,1102,US,175,N102UW,296,277,270,30,11,CLT,PHX,1774,3,23,0,NA,0,NA,NA,NA,NA,NA
2017,1,1,6,1135,1135,1434,1435,WN,526,N103,119,120,109,-1,0,PHX,SAT,843,2,8,0,NA,0,NA,NA,NA,NA,NA
2017,1,10,1,1328,1315,1502,1455,WN,152,N103,154,160,143,7,13,HOU,PHX,1020,4,7,0,NA,0,NA,NA,NA,NA,NA
2017,1,10,1,1610,1610,1615,1610,WN,738,N103,65,60,47,5,0,PHX,SAN,304,3,15,0,NA,0,NA,NA,NA,NA,NA
2017,3,26,7,1751,1735,1901,1850,WN,508,N103,70,75,56,11,16,ELP,PHX,347,4,10,0,NA,0,NA,NA,NA,NA,NA
2017,3,26,7,1930,1915,2210,2210,WN,1021,N103,100,115,92,0,15,PHX,SAT,843,2,6,0,NA,0,NA,NA,NA,NA,NA
2017,3,31,5,2245,2215,2244,2215,WN,829,N103,59,60,48,29,30,PHX,SAN,304,2,9,0,NA,0,NA,NA,NA,NA,NA
2017,3,31,5,2036,2005,2228,2150,WN,829,N103,172,165,162,38,31,MCI,PHX,1044,4,6,0,NA,0,NA,NA,NA,NA,NA
2017,2,1,2,2043,2040,2211,2215,DL,797,N103DA,88,95,68,-4,3,SLC,PHX,507,5,15,0,NA,0,NA,NA,NA,NA,NA
2017,2,2,3,702,700,1240,1230,DL,610,N103DA,218,210,196,10,2,PHX,ATL,1587,8,14,0,NA,0,NA,NA,NA,NA,NA
2017,2,4,5,2041,2040,2246,2215,DL,797,N103DA,125,95,75,31,1,SLC,PHX,507,36,14,0,NA,0,NA,NA,NA,NA,NA
2017,2,5,6,652,700,1214,1230,DL,610,N103DA,202,210,180,-16,-8,PHX,ATL,1587,7,15,0,NA,0,NA,NA,NA,NA,NA
2017,2,26,6,2045,2040,2244,2215,DL,797,N103DA,119,95,72,29,5,SLC,PHX,507,29,18,0,NA,0,NA,NA,NA,NA,NA
2017,2,27,7,711,700,1234,1230,DL,610,N103DA,203,210,182,4,11,PHX,ATL,1587,8,13,0,NA,0,NA,NA,NA,NA,NA
